doc_id,pdf_doc_id,source_path,file_name,title,logical_index,chunks,tables,pages
a0d2ea1772e473bec1b032d5_L0,a0d2ea1772e473bec1b032d5,minzdrav_protocols/akusherstvo-ginekologiya/КП_Оказание_медицинской_помощи_женщинам_послеоперационным_рубцом_матки_пост_МЗ_2024_161.pdf,КП_Оказание_медицинской_помощи_женщинам_послеоперационным_рубцом_матки_пост_МЗ_2024_161.pdf,Об утверждении клинического протокола,L0,1,7,10
a0d2ea1772e473bec1b032d5_L1,a0d2ea1772e473bec1b032d5,minzdrav_protocols/akusherstvo-ginekologiya/КП_Оказание_медицинской_помощи_женщинам_послеоперационным_рубцом_матки_пост_МЗ_2024_161.pdf,КП_Оказание_медицинской_помощи_женщинам_послеоперационным_рубцом_матки_пост_МЗ_2024_161.pdf,клинический протокол «Оказание медицинской помощи женщинам,L1,1,7,10
a0d2ea1772e473bec1b032d5_L2,a0d2ea1772e473bec1b032d5,minzdrav_protocols/akusherstvo-ginekologiya/КП_Оказание_медицинской_помощи_женщинам_послеоперационным_рубцом_матки_пост_МЗ_2024_161.pdf,КП_Оказание_медицинской_помощи_женщинам_послеоперационным_рубцом_матки_пост_МЗ_2024_161.pdf,в приложении 3 к этому клиническому протоколу:,L2,13,7,10
a0d2ea1772e473bec1b032d5_L3,a0d2ea1772e473bec1b032d5,minzdrav_protocols/akusherstvo-ginekologiya/КП_Оказание_медицинской_помощи_женщинам_послеоперационным_рубцом_матки_пост_МЗ_2024_161.pdf,КП_Оказание_медицинской_помощи_женщинам_послеоперационным_рубцом_матки_пост_МЗ_2024_161.pdf,КП Оказание медицинской помощи женщинам послеоперационным рубцом матки пост МЗ 2024 161,L3,1,7,10
a0d2ea1772e473bec1b032d5_L4,a0d2ea1772e473bec1b032d5,minzdrav_protocols/akusherstvo-ginekologiya/КП_Оказание_медицинской_помощи_женщинам_послеоперационным_рубцом_матки_пост_МЗ_2024_161.pdf,КП_Оказание_медицинской_помощи_женщинам_послеоперационным_рубцом_матки_пост_МЗ_2024_161.pdf,КЛИНИЧЕСКИЙ ПРОТОКОЛ,L4,1,7,10
a0d2ea1772e473bec1b032d5_L5,a0d2ea1772e473bec1b032d5,minzdrav_protocols/akusherstvo-ginekologiya/КП_Оказание_медицинской_помощи_женщинам_послеоперационным_рубцом_матки_пост_МЗ_2024_161.pdf,КП_Оказание_медицинской_помощи_женщинам_послеоперационным_рубцом_матки_пост_МЗ_2024_161.pdf,клинический протокол устанавливает общие требования к объему,L5,67,7,10
817b64e9244bc935e017e54d_L0,817b64e9244bc935e017e54d,minzdrav_protocols/akusherstvo-ginekologiya/КП_Оказание_медицинской_помощи_женщинам_при_искусственном_прерывании_беременности_пост_МЗ_2024_176.pdf,КП_Оказание_медицинской_помощи_женщинам_при_искусственном_прерывании_беременности_пост_МЗ_2024_176.pdf,Об утверждении клинического протокола,L0,1,2,9
817b64e9244bc935e017e54d_L1,817b64e9244bc935e017e54d,minzdrav_protocols/akusherstvo-ginekologiya/КП_Оказание_медицинской_помощи_женщинам_при_искусственном_прерывании_беременности_пост_МЗ_2024_176.pdf,КП_Оказание_медицинской_помощи_женщинам_при_искусственном_прерывании_беременности_пост_МЗ_2024_176.pdf,клинический протокол «Оказание медицинской помощи женщинам при,L1,1,2,9
817b64e9244bc935e017e54d_L2,817b64e9244bc935e017e54d,minzdrav_protocols/akusherstvo-ginekologiya/КП_Оказание_медицинской_помощи_женщинам_при_искусственном_прерывании_беременности_пост_МЗ_2024_176.pdf,КП_Оказание_медицинской_помощи_женщинам_при_искусственном_прерывании_беременности_пост_МЗ_2024_176.pdf,клинический протокол «Медицинское наблюдение и оказание,L2,9,2,9
817b64e9244bc935e017e54d_L3,817b64e9244bc935e017e54d,minzdrav_protocols/akusherstvo-ginekologiya/КП_Оказание_медицинской_помощи_женщинам_при_искусственном_прерывании_беременности_пост_МЗ_2024_176.pdf,КП_Оказание_медицинской_помощи_женщинам_при_искусственном_прерывании_беременности_пост_МЗ_2024_176.pdf,КП Оказание медицинской помощи женщинам при искусственном прерывании беременности пост МЗ 2024 176,L3,1,2,9
817b64e9244bc935e017e54d_L4,817b64e9244bc935e017e54d,minzdrav_protocols/akusherstvo-ginekologiya/КП_Оказание_медицинской_помощи_женщинам_при_искусственном_прерывании_беременности_пост_МЗ_2024_176.pdf,КП_Оказание_медицинской_помощи_женщинам_при_искусственном_прерывании_беременности_пост_МЗ_2024_176.pdf,КЛИНИЧЕСКИЙ ПРОТОКОЛ,L4,1,2,9
817b64e9244bc935e017e54d_L5,817b64e9244bc935e017e54d,minzdrav_protocols/akusherstvo-ginekologiya/КП_Оказание_медицинской_помощи_женщинам_при_искусственном_прерывании_беременности_пост_МЗ_2024_176.pdf,КП_Оказание_медицинской_помощи_женщинам_при_искусственном_прерывании_беременности_пост_МЗ_2024_176.pdf,клинический протокол устанавливает общие требования к объему,L5,14,2,9
817b64e9244bc935e017e54d_L6,817b64e9244bc935e017e54d,minzdrav_protocols/akusherstvo-ginekologiya/КП_Оказание_медицинской_помощи_женщинам_при_искусственном_прерывании_беременности_пост_МЗ_2024_176.pdf,КП_Оказание_медицинской_помощи_женщинам_при_искусственном_прерывании_беременности_пост_МЗ_2024_176.pdf,"клинический протокол, если",L6,52,2,9
85b193359be40b8fd02991c3_L0,85b193359be40b8fd02991c3,minzdrav_protocols/akusherstvo-ginekologiya/КП_Оказание_медицинской_помощи_женщинам_репродуктивного_возраста_с_низкорослостью_обусловленной_генетическими_синдромами_пост_МЗ_2025_60.pdf,КП_Оказание_медицинской_помощи_женщинам_репродуктивного_возраста_с_низкорослостью_обусловленной_генетическими_синдромами_пост_МЗ_2025_60.pdf,Об утверждении клинического протокола,L0,1,2,8
